season,holiday,workingday,weather,temp,atemp,humidity,windspeed,casual,registered,count,year,month,day,hour
2,0,1,1,18.86,22.725,44,19.0012,20.0,164.0,184.0,1,5,5,9
2,0,1,1,20.5,24.24,39,19.0012,30.0,98.0,128.0,1,5,5,10
2,0,1,1,21.32,25.0,36,30.0026,43.0,105.0,148.0,1,5,5,11
2,0,1,1,21.32,25.0,34,23.9994,27.0,169.0,196.0,1,5,5,12
2,0,1,1,22.14,25.76,30,26.403038190329568,50.0,142.0,192.0,1,5,5,13
2,0,1,1,22.14,25.76,28,30.0026,19.0,135.0,154.0,1,5,5,14
2,0,1,1,22.96,26.515,26,32.9975,27.0,120.0,147.0,1,5,5,15
2,0,1,1,23.78,27.275,24,27.9993,36.0,233.0,269.0,1,5,5,16
2,0,1,1,22.96,26.515,26,26.0027,66.0,467.0,533.0,1,5,5,17
2,0,1,1,22.96,26.515,26,19.0012,64.0,456.0,520.0,1,5,5,18
2,0,1,1,22.14,25.76,28,15.0013,56.0,305.0,361.0,1,5,5,19
2,0,1,1,20.5,24.24,34,11.0014,33.0,225.0,258.0,1,5,5,20
2,0,1,1,20.5,24.24,36,12.998,39.0,141.0,180.0,1,5,5,21
2,0,1,1,19.68,23.485,39,12.998,30.0,135.0,165.0,1,5,5,22
2,0,1,1,18.86,22.725,41,12.998,16.0,99.0,115.0,1,5,5,23
2,0,1,1,18.04,21.97,44,11.0014,13.0,43.0,56.0,1,5,6,0
2,0,1,1,16.4,20.455,62,11.0014,8.0,24.0,32.0,1,5,6,1
2,0,1,1,15.58,19.695,62,7.0015,1.0,15.0,16.0,1,5,6,2
2,0,1,1,14.76,18.18,71,7.0015,3.0,6.0,9.0,1,5,6,3
2,0,1,1,14.76,18.18,71,7.0015,0.0,1.0,1.0,1,5,6,4
2,0,1,1,13.94,17.425,81,7.0015,0.0,16.0,16.0,1,5,6,5
2,0,1,1,14.76,18.18,81,6.0032,8.0,74.0,82.0,1,5,6,6
2,0,1,1,16.4,20.455,82,11.758570950921065,20.0,202.0,222.0,1,5,6,7
2,0,1,1,17.22,21.21,77,16.9979,35.0,415.0,450.0,1,5,6,8
2,0,1,1,18.86,22.725,67,19.0012,27.0,161.0,188.0,1,5,6,9
2,0,1,2,22.14,25.76,49,22.0028,30.0,97.0,127.0,1,5,6,10
2,0,1,2,22.14,25.76,49,22.0028,42.0,123.0,165.0,1,5,6,11
2,0,1,1,22.96,26.515,49,23.9994,48.0,198.0,246.0,1,5,6,12
2,0,1,1,23.78,27.275,40,22.0028,71.0,182.0,253.0,1,5,6,13
2,0,1,1,24.6,31.06,40,30.0026,86.0,127.0,213.0,1,5,6,14
2,0,1,1,24.6,31.06,38,26.0027,89.0,171.0,260.0,1,5,6,15
2,0,1,1,24.6,31.06,40,16.9979,82.0,262.0,344.0,1,5,6,16
2,0,1,1,23.78,27.275,40,23.9994,83.0,470.0,553.0,1,5,6,17
2,0,1,3,22.14,25.76,52,23.9994,85.0,385.0,470.0,1,5,6,18
2,0,1,3,22.14,25.76,52,23.9994,39.0,253.0,292.0,1,5,6,19
2,0,1,1,21.32,25.0,48,7.0015,29.0,161.0,190.0,1,5,6,20
2,0,1,1,19.68,23.485,67,8.9981,22.0,130.0,152.0,1,5,6,21
2,0,1,1,18.86,22.725,72,15.0013,46.0,105.0,151.0,1,5,6,22
2,0,1,1,18.04,21.97,82,8.9981,27.0,93.0,120.0,1,5,6,23
2,0,0,1,17.22,21.21,82,8.9981,10.0,76.0,86.0,1,5,7,0
2,0,0,1,17.22,21.21,82,7.0015,8.0,50.0,58.0,1,5,7,1
2,0,0,1,17.22,21.21,82,6.0032,5.0,47.0,52.0,1,5,7,2
2,0,0,1,17.22,21.21,77,6.0032,9.0,9.0,18.0,1,5,7,3
2,0,0,1,16.4,20.455,82,7.0015,1.0,4.0,5.0,1,5,7,4
2,0,0,1,18.86,22.725,59,8.9981,4.0,3.0,7.0,1,5,7,5
2,0,0,1,17.22,21.21,77,6.0032,1.0,12.0,13.0,1,5,7,6
2,0,0,1,19.68,23.485,59,11.410911408385543,8.0,32.0,40.0,1,5,7,7
2,0,0,1,21.32,25.0,52,12.998,19.0,96.0,115.0,1,5,7,8
2,0,0,1,22.14,25.76,49,19.0012,54.0,164.0,218.0,1,5,7,9
2,0,0,1,22.96,26.515,49,19.9995,90.0,208.0,298.0,1,5,7,10
2,0,0,1,22.96,26.515,43,16.53794072770804,132.0,215.0,347.0,1,5,7,11
2,0,0,1,24.6,31.06,40,12.998,129.0,244.0,373.0,1,5,7,12
2,0,0,1,24.6,31.06,35,19.0012,196.0,240.0,436.0,1,5,7,13
2,0,0,3,24.6,31.06,35,11.0014,143.0,235.0,378.0,1,5,7,14
2,0,0,1,24.6,31.06,38,16.9979,148.0,230.0,378.0,1,5,7,15
2,0,0,1,24.6,31.06,38,12.998,119.0,223.0,342.0,1,5,7,16
2,0,0,1,23.78,27.275,40,15.0013,138.0,216.0,354.0,1,5,7,17
2,0,0,1,23.78,27.275,37,11.0014,114.0,175.0,289.0,1,5,7,18
2,0,0,1,22.96,26.515,43,12.998,88.0,179.0,267.0,1,5,7,19
2,0,0,1,22.96,26.515,43,8.9981,82.0,137.0,219.0,1,5,7,20
2,0,0,1,22.14,25.76,49,15.0013,58.0,124.0,182.0,1,5,7,21
2,0,0,1,22.14,25.76,49,12.998,26.0,94.0,120.0,1,5,7,22
2,0,0,1,20.5,24.24,59,7.0015,30.0,89.0,119.0,1,5,7,23
2,0,0,2,20.5,24.24,59,7.0015,22.0,78.0,100.0,1,5,8,0
2,0,0,2,21.32,25.0,55,6.025274657681371,8.0,56.0,64.0,1,5,8,1
2,0,0,1,19.68,23.485,63,6.296237811065284,17.0,42.0,59.0,1,5,8,2
2,0,0,1,18.86,22.725,72,6.0032,10.0,21.0,31.0,1,5,8,3
2,0,0,1,17.22,21.21,82,4.685746005478045,2.0,8.0,10.0,1,5,8,4
2,0,0,2,18.04,21.97,77,6.131715806647495,0.0,5.0,5.0,1,5,8,5
2,0,0,2,18.04,21.97,82,5.960362971320144,2.0,4.0,6.0,1,5,8,6
2,0,0,2,18.86,22.725,82,6.2465655632455475,8.0,15.0,23.0,1,5,8,7
2,0,0,1,21.32,25.0,63,8.9981,28.0,58.0,86.0,1,5,8,8
2,0,0,1,22.96,26.515,52,15.0013,48.0,112.0,160.0,1,5,8,9
2,0,0,1,23.78,27.275,49,8.9981,91.0,153.0,244.0,1,5,8,10
2,0,0,1,23.78,27.275,49,6.0032,142.0,198.0,340.0,1,5,8,11
2,0,0,1,24.6,31.06,46,6.0032,139.0,243.0,382.0,1,5,8,12
2,0,0,1,24.6,31.06,49,8.9981,166.0,224.0,390.0,1,5,8,13
2,0,0,1,24.6,31.06,49,4.068312107522394,126.0,240.0,366.0,1,5,8,14
2,0,0,1,24.6,31.06,49,5.013446108365586,128.0,230.0,358.0,1,5,8,15
2,0,0,1,24.6,31.06,46,7.0015,122.0,263.0,385.0,1,5,8,16
2,0,0,3,23.78,27.275,49,19.0012,106.0,245.0,351.0,1,5,8,17
2,0,0,1,23.78,27.275,49,19.286992698712954,63.0,205.0,268.0,1,5,8,18
2,0,0,1,22.96,26.515,64,15.427492967371046,61.0,178.0,239.0,1,5,8,19
2,0,0,1,21.32,25.0,77,8.9981,42.0,132.0,174.0,1,5,8,20
2,0,0,1,21.32,25.0,77,6.0032,32.0,95.0,127.0,1,5,8,21
2,0,0,1,20.5,24.24,88,6.0032,29.0,86.0,115.0,1,5,8,22
2,0,0,1,18.86,22.725,88,6.0032,9.0,41.0,50.0,1,5,8,23
2,0,1,1,18.86,22.725,82,6.0032,31.0,22.0,53.0,1,5,9,0
2,0,1,1,18.04,21.97,88,7.92485411429415,25.0,8.0,33.0,1,5,9,1
2,0,1,1,18.04,21.97,94,7.426867672846879,6.0,2.0,8.0,1,5,9,2
2,0,1,1,18.86,22.725,82,6.0032,0.0,7.0,7.0,1,5,9,3
2,0,1,1,17.22,21.21,82,11.0014,0.0,4.0,4.0,1,5,9,4
2,0,1,1,17.22,21.21,77,11.0014,0.0,23.0,23.0,1,5,9,5
2,0,1,1,18.04,21.97,72,16.9979,2.0,87.0,89.0,1,5,9,6
2,0,1,1,19.68,23.485,63,16.9979,16.0,221.0,237.0,1,5,9,7
2,0,1,1,21.32,25.0,55,15.0013,23.0,351.0,374.0,1,5,9,8
2,0,1,1,22.14,25.76,56,11.0014,36.0,142.0,178.0,1,5,9,9
2,0,1,1,22.96,26.515,52,12.998,24.0,95.0,119.0,1,5,9,10
2,0,1,1,24.6,31.06,46,15.0013,26.0,99.0,125.0,1,5,9,11
2,0,1,1,24.6,31.06,43,12.998,35.0,160.0,195.0,1,5,9,12
2,0,1,1,25.42,31.06,38,19.0012,36.0,138.0,174.0,1,5,9,13
2,0,1,1,25.42,31.06,41,15.0013,44.0,118.0,162.0,1,5,9,14
2,0,1,1,25.42,31.06,41,15.0013,51.0,148.0,199.0,1,5,9,15
2,0,1,1,26.24,31.06,38,15.0013,49.0,255.0,304.0,1,5,9,16
2,0,1,1,25.42,31.06,38,16.9979,59.0,539.0,598.0,1,5,9,17
2,0,1,1,25.42,31.06,38,19.9995,66.0,458.0,524.0,1,5,9,18
2,0,1,1,23.78,27.275,43,12.998,45.0,339.0,384.0,1,5,9,19
2,0,1,1,22.14,25.76,49,12.998,25.0,214.0,239.0,1,5,9,20
2,0,1,1,21.32,25.0,59,8.9981,28.0,128.0,156.0,1,5,9,21
2,0,1,1,21.32,25.0,68,6.0032,21.0,95.0,116.0,1,5,9,22
2,0,1,1,20.5,24.24,68,6.0032,16.0,45.0,61.0,1,5,9,23
2,0,1,1,19.68,23.485,63,4.6507396185304,6.0,12.0,18.0,1,5,10,0
2,0,1,1,18.86,22.725,59,6.0032,3.0,12.0,15.0,1,5,10,1
2,0,1,1,18.04,21.97,58,8.9981,1.0,4.0,5.0,1,5,10,2
2,0,1,1,18.04,21.97,54,12.998,1.0,3.0,4.0,1,5,10,3
2,0,1,1,17.22,21.21,62,16.9979,0.0,2.0,2.0,1,5,10,4
2,0,1,1,16.4,20.455,66,15.0013,1.0,28.0,29.0,1,5,10,5
2,0,1,1,17.22,21.21,67,8.9981,9.0,103.0,112.0,1,5,10,6
2,0,1,2,18.04,21.97,62,8.9981,13.0,301.0,314.0,1,5,10,7
2,0,1,2,20.5,24.24,51,7.0015,28.0,397.0,425.0,1,5,10,8
2,0,1,2,21.32,25.0,48,7.0015,29.0,176.0,205.0,1,5,10,9
2,0,1,2,22.96,26.515,37,6.0032,27.0,100.0,127.0,1,5,10,10
2,0,1,2,22.96,26.515,43,8.9981,17.0,108.0,125.0,1,5,10,11
2,0,1,2,24.6,31.06,38,14.743606083942566,47.0,170.0,217.0,1,5,10,12
2,0,1,2,25.42,31.06,38,16.9979,50.0,152.0,202.0,1,5,10,13
2,0,1,2,25.42,31.06,33,7.975673497850231,42.0,134.0,176.0,1,5,10,14
2,0,1,2,26.24,31.06,33,6.0032,28.0,152.0,180.0,1,5,10,15
2,0,1,1,27.06,31.06,31,7.0015,56.0,271.0,327.0,1,5,10,16
2,0,1,1,26.24,31.06,33,7.3837949172260595,79.0,532.0,611.0,1,5,10,17
2,0,1,1,26.24,31.06,29,8.9981,70.0,480.0,550.0,1,5,10,18
2,0,1,1,24.6,31.06,43,15.0013,69.0,365.0,434.0,1,5,10,19
2,0,1,1,22.14,25.76,60,8.9981,50.0,241.0,291.0,1,5,10,20
2,0,1,1,22.14,25.76,52,7.136167971639175,30.0,173.0,203.0,1,5,10,21
2,0,1,1,21.32,25.0,55,7.0015,29.0,121.0,150.0,1,5,10,22
2,0,1,2,21.32,25.0,59,8.9981,9.0,72.0,81.0,1,5,10,23
2,0,1,2,21.32,25.0,55,8.9981,8.0,30.0,38.0,1,5,11,0
2,0,1,2,20.5,24.24,59,7.0015,4.0,16.0,20.0,1,5,11,1
2,0,1,1,21.32,25.0,59,12.377640099782715,6.0,4.0,10.0,1,5,11,2
2,0,1,1,20.5,24.24,63,15.0013,0.0,3.0,3.0,1,5,11,3
2,0,1,2,19.68,23.485,88,8.9981,0.0,2.0,2.0,1,5,11,4
2,0,1,1,18.86,22.725,88,8.9981,0.0,20.0,20.0,1,5,11,5
2,0,1,1,18.86,22.725,82,8.9981,6.0,93.0,99.0,1,5,11,6
2,0,1,1,19.68,23.485,72,12.998,25.0,293.0,318.0,1,5,11,7
2,0,1,1,19.68,23.485,77,16.9979,21.0,421.0,442.0,1,5,11,8
2,0,1,1,21.32,25.0,72,8.9981,21.0,182.0,203.0,1,5,11,9
2,0,1,1,22.14,25.76,68,6.0032,30.0,124.0,154.0,1,5,11,10
2,0,1,1,22.96,26.515,64,6.0032,18.0,123.0,141.0,1,5,11,11
2,0,1,1,24.6,31.06,56,6.160322582218769,41.0,185.0,226.0,1,5,11,12
2,0,1,1,25.42,31.06,50,3.3610403961749666,36.0,157.0,193.0,1,5,11,13
2,0,1,1,25.42,31.06,53,6.0032,36.0,141.0,177.0,1,5,11,14
2,0,1,1,26.24,31.06,41,5.81767469929292,48.0,131.0,179.0,1,5,11,15
2,0,1,1,27.06,31.06,39,5.286297109815214,49.0,240.0,289.0,1,5,11,16
2,0,1,1,26.24,31.06,47,7.0015,17.0,242.0,259.0,1,5,11,17
2,0,1,1,25.42,31.06,50,19.9995,40.0,234.0,274.0,1,5,11,18
2,0,1,1,22.96,26.515,52,8.9981,60.0,341.0,401.0,1,5,11,19
2,0,1,1,22.14,25.76,64,8.9981,28.0,245.0,273.0,1,5,11,20
2,0,1,1,22.14,25.76,60,13.93883649862354,32.0,202.0,234.0,1,5,11,21
2,0,1,1,20.5,24.24,72,16.9979,12.0,134.0,146.0,1,5,11,22
2,0,1,1,18.86,22.725,88,16.9979,12.0,69.0,81.0,1,5,11,23
2,0,1,2,18.86,22.725,88,15.0013,5.0,39.0,44.0,1,5,12,0
2,0,1,1,18.86,22.725,88,15.0013,1.0,16.0,17.0,1,5,12,1
2,0,1,1,18.04,21.97,94,12.998,1.0,14.0,15.0,1,5,12,2
2,0,1,1,18.04,21.97,88,8.9981,0.0,5.0,5.0,1,5,12,3
2,0,1,1,17.22,21.21,94,6.652452154534873,1.0,5.0,6.0,1,5,12,4
2,0,1,1,17.22,21.21,94,8.9981,2.0,27.0,29.0,1,5,12,5
2,0,1,1,18.04,21.97,88,8.710109217573237,9.0,103.0,112.0,1,5,12,6
2,0,1,1,18.86,22.725,88,8.9981,14.0,283.0,297.0,1,5,12,7
2,0,1,1,19.68,23.485,82,12.998,27.0,394.0,421.0,1,5,12,8
2,0,1,2,20.5,24.24,77,19.0012,21.0,191.0,212.0,1,5,12,9
2,0,1,2,22.14,25.76,68,15.0013,28.0,119.0,147.0,1,5,12,10
2,0,1,1,23.78,27.275,60,15.0013,43.0,136.0,179.0,1,5,12,11
2,0,1,1,23.78,27.275,60,15.0013,43.0,164.0,207.0,1,5,12,12
2,0,1,2,25.42,31.06,57,19.9995,48.0,170.0,218.0,1,5,12,13
2,0,1,2,25.42,30.305,61,15.0013,43.0,148.0,191.0,1,5,12,14
2,0,1,2,26.24,31.06,53,16.9979,54.0,163.0,217.0,1,5,12,15
2,0,1,2,26.24,31.06,57,16.9979,50.0,238.0,288.0,1,5,12,16
2,0,1,2,26.24,31.06,57,12.998,54.0,540.0,594.0,1,5,12,17
2,0,1,1,25.42,30.305,69,15.0013,64.0,463.0,527.0,1,5,12,18
2,0,1,2,24.6,30.305,64,12.998,59.0,305.0,364.0,1,5,12,19
2,0,1,1,24.6,30.305,64,12.998,56.0,220.0,276.0,1,5,12,20
2,0,1,1,22.96,26.515,83,8.9981,31.0,192.0,223.0,1,5,12,21
2,0,1,1,22.14,25.76,83,12.998,25.0,147.0,172.0,1,5,12,22
2,0,1,2,22.14,25.76,77,12.998,16.0,87.0,103.0,1,5,12,23
2,0,1,2,21.32,25.0,83,11.0014,6.0,46.0,52.0,1,5,13,0
2,0,1,1,21.32,25.0,83,11.0014,5.0,15.0,20.0,1,5,13,1
2,0,1,2,20.5,24.24,88,8.9981,3.0,8.0,11.0,1,5,13,2
2,0,1,2,20.5,24.24,88,8.9981,2.0,2.0,4.0,1,5,13,3
2,0,1,3,20.5,24.24,88,11.0014,2.0,3.0,5.0,1,5,13,4
2,0,1,2,20.5,24.24,88,12.998,1.0,24.0,25.0,1,5,13,5
2,0,1,3,20.5,24.24,88,8.9981,6.0,76.0,82.0,1,5,13,6
2,0,1,3,20.5,24.24,88,11.0014,16.0,141.0,157.0,1,5,13,7
2,0,1,2,20.5,24.24,88,12.998,26.0,361.0,387.0,1,5,13,8
2,0,1,2,20.5,24.24,88,12.998,18.0,215.0,233.0,1,5,13,9
2,0,1,2,21.32,25.0,83,8.9981,31.0,99.0,130.0,1,5,13,10
2,0,1,2,21.32,25.0,83,11.0014,56.0,90.0,146.0,1,5,13,11
2,0,1,2,21.32,25.0,88,12.998,53.0,170.0,223.0,1,5,13,12
2,0,1,2,21.32,25.0,88,26.0027,69.0,157.0,226.0,1,5,13,13
2,0,1,2,21.32,25.0,87,19.0012,70.0,120.0,190.0,1,5,13,14
2,0,1,2,21.32,25.0,88,11.0014,56.0,142.0,198.0,1,5,13,15
2,0,1,2,21.32,25.0,88,8.9981,44.0,256.0,300.0,1,5,13,16
2,0,1,3,21.32,25.0,88,11.0014,62.0,429.0,491.0,1,5,13,17
2,0,1,3,21.32,25.0,88,11.0014,39.0,359.0,398.0,1,5,13,18
2,0,1,2,21.32,25.0,83,12.998,25.0,245.0,270.0,1,5,13,19
2,0,1,2,21.32,25.0,83,8.9981,22.0,130.0,152.0,1,5,13,20
2,0,1,2,21.32,25.0,84,11.0014,24.0,130.0,154.0,1,5,13,21
2,0,1,2,21.32,25.0,83,15.0013,25.0,107.0,132.0,1,5,13,22
2,0,1,3,20.5,24.24,88,11.0014,31.0,88.0,119.0,1,5,13,23
2,0,0,2,20.5,24.24,88,8.9981,24.0,78.0,102.0,1,5,14,0
2,0,0,2,20.5,24.24,88,8.9981,18.0,64.0,82.0,1,5,14,1
2,0,0,2,20.5,24.24,88,8.9981,15.0,37.0,52.0,1,5,14,2
2,0,0,2,20.5,24.24,88,8.9981,5.0,30.0,35.0,1,5,14,3
2,0,0,2,20.5,24.24,82,11.0014,1.0,4.0,5.0,1,5,14,4
2,0,0,2,20.5,24.24,82,7.0015,7.0,7.0,14.0,1,5,14,5
2,0,0,2,20.5,24.24,88,7.0015,2.0,9.0,11.0,1,5,14,6
2,0,0,3,19.68,23.485,100,5.888682012986813,4.0,28.0,32.0,1,5,14,7
2,0,0,3,20.5,24.24,94,4.974071356358551,16.0,72.0,88.0,1,5,14,8
2,0,0,2,21.32,25.0,94,6.0032,14.0,86.0,100.0,1,5,14,9
2,0,0,2,21.32,25.0,94,11.0014,34.0,133.0,167.0,1,5,14,10
2,0,0,2,21.32,25.0,94,8.9981,72.0,207.0,279.0,1,5,14,11
2,0,0,3,21.32,25.0,100,6.0032,75.0,204.0,279.0,1,5,14,12
2,0,0,3,21.32,25.0,100,6.0032,68.0,180.0,248.0,1,5,14,13
2,0,0,2,22.14,25.76,94,8.9981,57.0,159.0,216.0,1,5,14,14
2,0,0,2,22.14,25.76,94,11.0014,73.0,221.0,294.0,1,5,14,15
2,0,0,2,22.14,25.76,94,12.998,107.0,188.0,295.0,1,5,14,16
2,0,0,2,22.96,26.515,88,12.998,78.0,194.0,272.0,1,5,14,17
2,0,0,2,22.96,26.515,88,15.0013,88.0,216.0,304.0,1,5,14,18
2,0,0,3,22.14,25.76,94,8.9981,69.0,179.0,248.0,1,5,14,19
2,0,0,3,22.14,25.76,94,8.9981,42.0,115.0,157.0,1,5,14,20
2,0,0,3,22.14,25.76,94,15.0013,15.0,44.0,59.0,1,5,14,21
2,0,0,3,22.14,25.76,94,11.0014,7.0,19.0,26.0,1,5,14,22
2,0,0,3,21.32,25.0,100,12.998,11.0,33.0,44.0,1,5,14,23
2,0,0,2,21.32,25.0,100,12.195729007606856,5.0,34.0,39.0,1,5,15,0
2,0,0,2,21.32,25.0,100,7.0015,4.0,43.0,47.0,1,5,15,1
2,0,0,2,21.32,25.0,100,8.9981,13.0,37.0,50.0,1,5,15,2
2,0,0,2,21.32,25.0,100,8.229679531585646,11.0,21.0,32.0,1,5,15,3
2,0,0,2,21.32,25.0,100,5.98597228652132,5.0,8.0,13.0,1,5,15,4
2,0,0,3,21.32,25.0,100,7.0015,3.0,11.0,14.0,1,5,15,5
2,0,0,2,21.32,25.0,100,8.9981,3.0,14.0,17.0,1,5,15,6
2,0,0,2,21.32,25.0,100,8.9981,4.0,38.0,42.0,1,5,15,7
2,0,0,2,22.14,25.76,94,8.9981,24.0,46.0,70.0,1,5,15,8
2,0,0,1,23.78,27.275,83,16.9979,36.0,98.0,134.0,1,5,15,9
2,0,0,1,23.78,27.275,83,15.0013,73.0,153.0,226.0,1,5,15,10
2,0,0,1,24.6,28.79,78,15.0013,120.0,202.0,322.0,1,5,15,11
2,0,0,1,25.42,29.545,73,19.9995,120.0,247.0,367.0,1,5,15,12
2,0,0,1,25.42,29.545,73,19.0012,195.0,261.0,456.0,1,5,15,13
2,0,0,1,26.24,30.305,73,12.998,183.0,254.0,437.0,1,5,15,14
2,0,0,1,27.06,31.06,69,16.9979,206.0,253.0,459.0,1,5,15,15
2,0,0,1,26.24,30.305,69,16.9979,158.0,282.0,440.0,1,5,15,16
2,0,0,3,22.96,26.515,78,23.9994,137.0,255.0,392.0,1,5,15,17
2,0,0,1,22.96,26.515,78,16.9979,60.0,177.0,237.0,1,5,15,18
2,0,0,1,22.96,26.515,83,7.0015,78.0,153.0,231.0,1,5,15,19
2,0,0,1,22.14,25.76,88,7.728389444590466,53.0,138.0,191.0,1,5,15,20
2,0,0,1,22.14,25.76,88,12.00689498398186,44.0,107.0,151.0,1,5,15,21
2,0,0,1,22.96,26.515,83,11.689699222592381,29.0,88.0,117.0,1,5,15,22
2,0,0,1,22.14,25.76,88,15.0013,18.0,51.0,69.0,1,5,15,23
2,0,1,1,21.32,25.0,94,7.0015,17.0,21.0,38.0,1,5,16,0
2,0,1,1,21.32,25.0,94,8.9981,6.0,8.0,14.0,1,5,16,1
2,0,1,1,20.5,24.24,100,6.0032,4.0,9.0,13.0,1,5,16,2
2,0,1,1,20.5,24.24,94,11.0014,1.0,3.0,4.0,1,5,16,3
2,0,1,1,20.5,24.24,100,8.9981,1.0,5.0,6.0,1,5,16,4
2,0,1,1,20.5,24.24,93,12.998,1.0,20.0,21.0,1,5,16,5
2,0,1,1,21.32,25.0,88,11.0014,11.0,93.0,104.0,1,5,16,6
2,0,1,1,21.32,25.0,83,19.0012,27.0,245.0,272.0,1,5,16,7
2,0,1,1,22.96,26.515,73,19.9995,28.0,366.0,394.0,1,5,16,8
2,0,1,1,24.6,29.545,69,12.998,38.0,156.0,194.0,1,5,16,9
2,0,1,1,25.42,30.305,65,6.0032,37.0,75.0,112.0,1,5,16,10
2,0,1,1,26.24,31.06,57,6.444014204482263,56.0,129.0,185.0,1,5,16,11
2,0,1,1,27.06,31.06,54,6.0032,72.0,137.0,209.0,1,5,16,12
2,0,1,1,27.88,31.82,51,8.620448421755372,61.0,153.0,214.0,1,5,16,13
2,0,1,1,27.88,31.82,51,11.60757637591551,76.0,117.0,193.0,1,5,16,14
2,0,1,1,29.52,33.335,51,15.990568203404699,55.0,110.0,165.0,1,5,16,15
2,0,1,3,24.6,28.79,78,16.9979,45.0,181.0,226.0,1,5,16,16
2,0,1,1,23.78,27.275,88,15.0013,47.0,227.0,274.0,1,5,16,17
2,0,1,3,23.78,27.275,83,12.998,55.0,398.0,453.0,1,5,16,18
2,0,1,1,23.78,27.275,83,16.9979,36.0,272.0,308.0,1,5,16,19
2,0,1,1,23.78,27.275,83,15.033891538843076,31.0,167.0,198.0,1,5,16,20
2,0,1,1,23.78,27.275,83,10.907171449158453,28.0,149.0,177.0,1,5,16,21
2,0,1,1,22.96,26.515,88,6.0032,22.0,105.0,127.0,1,5,16,22
2,0,1,1,22.96,26.515,88,6.0032,18.0,39.0,57.0,1,5,16,23
2,0,1,2,22.96,26.515,88,6.716272438265046,13.0,18.0,31.0,1,5,17,0
2,0,1,3,22.96,26.515,88,8.080755951965575,7.0,6.0,13.0,1,5,17,1
2,0,1,3,22.96,26.515,88,12.323825255189346,4.0,4.0,8.0,1,5,17,2
2,0,1,3,22.14,25.76,94,16.9979,1.0,3.0,4.0,1,5,17,3
2,0,1,3,22.14,25.76,94,16.9979,2.0,2.0,4.0,1,5,17,4
2,0,1,3,21.32,25.0,94,16.9979,0.0,22.0,22.0,1,5,17,5
2,0,1,3,21.32,25.0,94,16.9979,0.0,49.0,49.0,1,5,17,6
2,0,1,2,21.32,25.0,94,16.9979,13.0,138.0,151.0,1,5,17,7
2,0,1,2,21.32,25.0,94,19.9995,22.0,325.0,347.0,1,5,17,8
2,0,1,2,22.14,25.76,88,16.9979,17.0,190.0,207.0,1,5,17,9
2,0,1,3,22.14,25.76,88,16.9979,31.0,73.0,104.0,1,5,17,10
2,0,1,2,22.96,26.515,83,27.9993,26.0,104.0,130.0,1,5,17,11
2,0,1,3,22.96,26.515,83,27.9993,38.0,115.0,153.0,1,5,17,12
2,0,1,2,22.96,26.515,88,22.0028,31.0,141.0,172.0,1,5,17,13
2,0,1,1,25.42,29.545,73,31.0009,61.0,123.0,184.0,1,5,17,14
2,0,1,1,25.42,30.305,69,30.0026,79.0,131.0,210.0,1,5,17,15
2,0,1,1,25.42,30.305,61,22.0028,73.0,217.0,290.0,1,5,17,16
2,0,1,1,25.42,30.305,65,27.9993,83.0,521.0,604.0,1,5,17,17
2,0,1,1,24.6,29.545,69,19.9995,54.0,426.0,480.0,1,5,17,18
2,0,1,1,24.6,29.545,69,16.9979,51.0,298.0,349.0,1,5,17,19
2,0,1,1,23.78,27.275,83,27.9993,30.0,253.0,283.0,1,5,17,20
2,0,1,1,22.14,25.76,88,16.9979,23.0,151.0,174.0,1,5,17,21
2,0,1,2,22.14,25.76,88,19.0012,12.0,86.0,98.0,1,5,17,22
2,0,1,2,22.14,25.76,88,16.9979,7.0,49.0,56.0,1,5,17,23
2,0,1,2,22.14,25.76,88,15.0013,8.0,15.0,23.0,1,5,18,0
2,0,1,2,22.14,25.76,88,16.9979,3.0,9.0,12.0,1,5,18,1
2,0,1,3,21.32,25.0,94,15.0013,1.0,5.0,6.0,1,5,18,2
2,0,1,3,21.32,25.0,94,19.9995,6.0,3.0,9.0,1,5,18,3
2,0,1,3,21.32,25.0,94,19.9995,1.0,2.0,3.0,1,5,18,4
2,0,1,1,21.32,25.0,100,15.0013,0.0,9.0,9.0,1,5,18,5
2,0,1,1,21.32,25.0,100,8.9981,2.0,99.0,101.0,1,5,18,6
2,0,1,1,22.14,25.76,88,12.998,14.0,260.0,274.0,1,5,18,7
2,0,1,1,22.96,26.515,88,19.0012,25.0,428.0,453.0,1,5,18,8
2,0,1,3,22.96,26.515,83,16.9979,26.0,176.0,202.0,1,5,18,9
2,0,1,3,22.14,25.76,88,19.0012,33.0,73.0,106.0,1,5,18,10
2,0,1,2,22.14,25.76,94,6.0032,6.0,17.0,23.0,1,5,18,11
2,0,1,1,22.96,26.515,94,19.9995,12.0,42.0,54.0,1,5,18,12
2,0,1,2,22.96,26.515,83,22.0028,30.0,92.0,122.0,1,5,18,13
2,0,1,2,23.78,27.275,78,19.0012,44.0,94.0,138.0,1,5,18,14
2,0,1,1,24.6,28.79,78,16.9979,34.0,133.0,167.0,1,5,18,15
2,0,1,1,24.6,29.545,73,12.998,53.0,241.0,294.0,1,5,18,16
2,0,1,1,24.6,29.545,69,8.9981,78.0,487.0,565.0,1,5,18,17
2,0,1,1,24.6,29.545,73,15.0013,58.0,431.0,489.0,1,5,18,18
